migration_id,appendix,source_kind,source_locator,section,style,source_text,planned_disposition,retain_in_book,target,volatile,status,companion_path,companion_locator,companion_coverage_status,normalised_match_score,source_verification_status,book_v3_8_action,phase14c_closure_status,closure_basis
APX-T38-R07,E,table_row,Table E.1 row 7,Table E.1,Table Row,"Check and control = [ ] R — Private, administrative, examination and public packages are separated. || Pass evidence and failure action = Keep identity documents, signatures, receipts, confidential data, scientific evidence and release candidates in their correct access classes. Do not place the administrative dossier in GitHub, Zenodo or a public companion.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E1_FREEZE_ONE_ASSESSABLE_RECORD.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E1_FREEZE_ONE_ASSESSABLE_RECORD.csv,data row 7,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 7 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T38-R08,E,table_row,Table E.1 row 8,Table E.1,Table Row,"Check and control = [ ] R — An authorised second person has completed an identity and openability test. || Pass evidence and failure action = The reviewer identifies the authoritative state, opens the actual final files, compares sampled claims, checks declarations and records defects without oral repair from the student.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E1_FREEZE_ONE_ASSESSABLE_RECORD.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E1_FREEZE_ONE_ASSESSABLE_RECORD.csv,data row 8,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 8 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T39-R00,E,table_header,Table E.2 row 0,Table E.2,Table Header,column_1 = Check and control || column_2 = Pass evidence and failure action,CREATE_SCHEMA_AND_COLUMN_DICTIONARY,NO_TABLE; RETAIN ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_DOSSIER_AND_PROVE_ENROLMENT.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_THE_DOSSIER_AND_PROVE_ENROLMENT.csv,header row (row 0),SCHEMA_HEADER_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 0 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T39-R01,E,table_row,Table E.2 row 1,Table E.2,Table Row,"Check and control = [ ] M — The current dossier list and core forms have been resolved for the exact route. || Pass evidence and failure action = Build the list from the current regulation, calendar and faculty instructions. Verify source, revision, title, candidate details, signature, copies, channel and deadline. Do not reuse a prior session’s checklist. Sources E1–E6.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_DOSSIER_AND_PROVE_ENROLMENT.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_THE_DOSSIER_AND_PROVE_ENROLMENT.csv,data row 1,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 1 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T39-R02,E,table_row,Table E.2 row 2,Table E.2,Table Row,"Check and control = [ ] C — All status-triggered forms, fees and alternative channels are resolved. || Pass evidence and failure action = Distinguish previous cohort, additional year, mobility, identity change, lost account access and other activated conditions. Retain the competent instruction and evidence. Sources E1, E2, E5 and E6.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_DOSSIER_AND_PROVE_ENROLMENT.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_THE_DOSSIER_AND_PROVE_ENROLMENT.csv,data row 2,EDITABLE_ROW_PRESENT,0.917,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 2 exists and normalised source-to-companion content comparison scored 0.917; source-date and source-code updates are governed by Phase 14C registers.
APX-T39-R03,E,table_row,Table E.2 row 3,Table E.2,Table Row,"Check and control = [ ] M — The validated final PDF was transmitted on time through the authorised channel and opens independently. || Pass evidence and failure action = Retain the actual sent or downloaded object, timestamp, recipient or platform, identifier and receipt. Compare its hash or controlled identity with the validated file. Sources E1, E2 and E4–E7.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_DOSSIER_AND_PROVE_ENROLMENT.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_THE_DOSSIER_AND_PROVE_ENROLMENT.csv,data row 3,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 3 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T39-R04,E,table_row,Table E.2 row 4,Table E.2,Table Row,"Check and control = [ ] M — The registration dossier was delivered in the official window and through the correct route. || Pass evidence and failure action = Record date, place or platform, receiving unit and items delivered. Separate scientific-file transmission from dossier delivery where both are required. Sources E1, E2 and E4–E6.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_DOSSIER_AND_PROVE_ENROLMENT.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_THE_DOSSIER_AND_PROVE_ENROLMENT.csv,data row 4,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 4 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T39-R05,E,table_row,Table E.2 row 5,Table E.2,Table Row,"Check and control = [ ] M — Document verification and enrolment are confirmed. || Pass evidence and failure action = Retain the identifiable confirmation issued after review of the dossier. Check candidate, route, session and status. Absence of confirmation remains PENDING and requires follow-up before the examination. Sources E1, E2, E5 and E6.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_DOSSIER_AND_PROVE_ENROLMENT.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_THE_DOSSIER_AND_PROVE_ENROLMENT.csv,data row 5,EDITABLE_ROW_PRESENT,0.917,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 5 exists and normalised source-to-companion content comparison scored 0.917; source-date and source-code updates are governed by Phase 14C registers.
APX-T39-R06,E,table_row,Table E.2 row 6,Table E.2,Table Row,"Check and control = [ ] M — Exact title and candidate identity agree across official objects. || Pass evidence and failure action = Compare application, departmental record, final PDF, declarations, receipts and scheduling list. Resolve discrepancies in writing before the defence. Sources E1, E2, E5 and E6.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_DOSSIER_AND_PROVE_ENROLMENT.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_THE_DOSSIER_AND_PROVE_ENROLMENT.csv,data row 6,EDITABLE_ROW_PRESENT,0.910,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 6 exists and normalised source-to-companion content comparison scored 0.910; source-date and source-code updates are governed by Phase 14C registers.
APX-T39-R07,E,table_row,Table E.2 row 7,Table E.2,Table Row,"Check and control = [ ] R — Interface state and conflicting instructions have been controlled. || Pass evidence and failure action = A button state, hidden menu, mobile error or screenshot alone is not proof of success or failure. Mark competing official values CONFLICT, pause the action and retain dated written clarification. Source E7.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_DOSSIER_AND_PROVE_ENROLMENT.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_THE_DOSSIER_AND_PROVE_ENROLMENT.csv,data row 7,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 7 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T39-R08,E,table_row,Table E.2 row 8,Table E.2,Table Row,"Check and control = [ ] R — Account continuity and administrative privacy are protected. || Pass evidence and failure action = Where institutional access may expire, export only permitted records and confirm an authorised alternative route. Keep identity copies, signatures, civil-status records, fee evidence and personal confirmations in the restricted dossier. Sources E5–E7.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_DOSSIER_AND_PROVE_ENROLMENT.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_THE_DOSSIER_AND_PROVE_ENROLMENT.csv,data row 8,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 8 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T40-R00,E,table_header,Table E.3 row 0,Table E.3,Table Header,column_1 = Check and control || column_2 = Pass evidence and failure action,CREATE_SCHEMA_AND_COLUMN_DICTIONARY,NO_TABLE; RETAIN ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,header row (row 0),SCHEMA_HEADER_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 0 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T40-R01,E,table_row,Table E.3 row 1,Table E.3,Table Row,"Check and control = [ ] C — The role and constraints of demonstration are confirmed. || Pass evidence and failure action = Record whether demonstration is required, permitted, optional or N/A, who authorised it and any time, equipment, network, security or data constraints. N/A requires a recorded reason.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,data row 1,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 1 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T40-R02,E,table_row,Table E.3 row 2,Table E.3,Table Row,"Check and control = [ ] R — One declared release, procedure and expected result govern every path. || Pass evidence and failure action = Record release or corpus identifier, environment, input, command or procedure, expected output, interpretation and principal boundary. Do not improvise with a newer or stronger state.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,data row 2,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 2 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T40-R03,E,table_row,Table E.3 row 3,Table E.3,Table Row,"Check and control = [ ] R — Primary and secondary paths have passed timed tests. || Pass evidence and failure action = Run under the intended access class and equivalent equipment conditions. Record test date, duration, result, deviation and the condition for switching paths.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,data row 3,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 3 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T40-R04,E,table_row,Table E.3 row 4,Table E.3,Table Row,"Check and control = [ ] R — The fallback is dated, sanitised and provenance-linked. || Pass evidence and failure action = Use recorded evidence only from the declared release. Remove personal data, credentials and irrelevant system detail. Retain its creation record and hash.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,data row 4,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 4 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T40-R05,E,table_row,Table E.3 row 5,Table E.3,Table Row,"Check and control = [ ] R — Reset, recovery and speaking-time limits are explicit. || Pass evidence and failure action = Define the stop condition, reset procedure, maximum recovery time and transition sentence. Do not consume the defence attempting unbounded repair.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,data row 5,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 5 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T40-R06,E,table_row,Table E.3 row 6,Table E.3,Table Row,"Check and control = [ ] M — Protected data, secrets, unsafe commands and unauthorised services are absent. || Pass evidence and failure action = Inspect code, logs, filenames, browser history, notifications, environment variables and media. A protected or unsafe element blocks demonstration until quarantined or authorised.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,data row 6,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 6 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T40-R07,E,table_row,Table E.3 row 7,Table E.3,Table Row,"Check and control = [ ] R — A clean-machine and offline failure rehearsal has passed. || Pass evidence and failure action = An authorised second person follows the runbook without oral repair, removes the preferred network path and interrupts the sequence. Record whether every recovery path preserves the claim boundary.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,data row 7,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 7 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T40-R08,E,table_row,Table E.3 row 8,Table E.3,Table Row,"Check and control = [ ] C — Fallback use is legitimate under the current demonstration requirement. || Pass evidence and failure action = A fallback does not evade an explicit live requirement. Where substitution needs authorisation, retain the competent written decision.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,data row 8,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 8 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T40-R09,E,table_row,Table E.3 row 9,Table E.3,Table Row,"Check and control = [ ] R — The incident-response sequence is rehearsed. || Pass evidence and failure action = On failure, stop unsafe action, state the observation, preserve evidence, switch once to the authorised path, bound the consequence and continue.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv,data row 9,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 9 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T41-R00,E,table_header,Table E.4 row 0,Table E.4,Table Header,column_1 = Check and control || column_2 = Pass evidence and failure action,CREATE_SCHEMA_AND_COLUMN_DICTIONARY,NO_TABLE; RETAIN ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E4_PRESENTATION_AND_ACCESSIBILITY.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E4_PRESENTATION_AND_ACCESSIBILITY.csv,header row (row 0),SCHEMA_HEADER_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 0 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T41-R01,E,table_row,Table E.4 row 1,Table E.4,Table Row,"Check and control = [ ] M — Current schedule, route, duration, room or platform and permitted aids are confirmed. || Pass evidence and failure action = Use the current official publication or written clarification. Do not import bachelor’s test structure or timing into the master’s route, or vice versa. Sources E1, E2 and E4–E6.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E4_PRESENTATION_AND_ACCESSIBILITY.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E4_PRESENTATION_AND_ACCESSIBILITY.csv,data row 1,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 1 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T41-R02,E,table_row,Table E.4 row 2,Table E.4,Table Row,"Check and control = [ ] C — Route-specific theoretical questions or bibliography are prepared where activated. || Pass evidence and failure action = For the bachelor’s route, verify the current faculty topic, bibliography and mode of assessment. Do not add this component to the master’s route without an applicable instruction. Source E5.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E4_PRESENTATION_AND_ACCESSIBILITY.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E4_PRESENTATION_AND_ACCESSIBILITY.csv,data row 2,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 2 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T41-R03,E,table_row,Table E.4 row 3,Table E.4,Table Row,"Check and control = [ ] R — The talk has a claim-led spine and matches the frozen record. || Pass evidence and failure action = State problem, contribution, evidence, decisive result, uncertainty, limitation and implication. Cross-check every slide and note against the final manuscript and artefacts.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/E4_PRESENTATION_AND_ACCESSIBILITY.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/E4_PRESENTATION_AND_ACCESSIBILITY.csv,data row 3,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 3 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
