record_id,level,filename,template_path,field_order,field_name,field_label,semantic_definition,entry_rule,requiredness,controlled_vocabulary,controlled_values,sensitivity,validation_rule,book_anchor
FULL-PROJECT_START_PACK_FULL,full,PROJECT_START_PACK_FULL.csv,companion/04_TEMPLATES_FULL/PROJECT_START_PACK_FULL.csv,9,Authority map,Authority map,"Advice, academic approval, ethics, data owner, security and licence authority.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.4 Bachelor’s and master’s work: the same evidential spine, different expectations; 1.8 Build your Project Start Pack"
FULL-PROJECT_START_PACK_FULL,full,PROJECT_START_PACK_FULL.csv,companion/04_TEMPLATES_FULL/PROJECT_START_PACK_FULL.csv,10,Confidentiality class,Confidentiality class,"Public, internal, confidential, restricted or mixed.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,privacy_class,public; internal; confidential; restricted; mixed,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact value from controlled vocabulary: privacy_class,"1.4 Bachelor’s and master’s work: the same evidential spine, different expectations; 1.8 Build your Project Start Pack"
FULL-PROJECT_START_PACK_FULL,full,PROJECT_START_PACK_FULL.csv,companion/04_TEMPLATES_FULL/PROJECT_START_PACK_FULL.csv,11,Feasibility risks,Feasibility risks,"Time, skills, compute, recruitment, access, licence and evaluation burden.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.4 Bachelor’s and master’s work: the same evidential spine, different expectations; 1.8 Build your Project Start Pack"
FULL-PROJECT_START_PACK_FULL,full,PROJECT_START_PACK_FULL.csv,companion/04_TEMPLATES_FULL/PROJECT_START_PACK_FULL.csv,12,Workspace root,Workspace root,Authoritative working location; do not record credentials.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.4 Bachelor’s and master’s work: the same evidential spine, different expectations; 1.8 Build your Project Start Pack"
FULL-PROJECT_START_PACK_FULL,full,PROJECT_START_PACK_FULL.csv,companion/04_TEMPLATES_FULL/PROJECT_START_PACK_FULL.csv,13,First deliverable,First deliverable,One bounded inspectable object.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.4 Bachelor’s and master’s work: the same evidential spine, different expectations; 1.8 Build your Project Start Pack"
FULL-PROJECT_START_PACK_FULL,full,PROJECT_START_PACK_FULL.csv,companion/04_TEMPLATES_FULL/PROJECT_START_PACK_FULL.csv,14,Owner,Owner,Responsible student.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.4 Bachelor’s and master’s work: the same evidential spine, different expectations; 1.8 Build your Project Start Pack"
FULL-PROJECT_START_PACK_FULL,full,PROJECT_START_PACK_FULL.csv,companion/04_TEMPLATES_FULL/PROJECT_START_PACK_FULL.csv,15,Reviewer decision,Reviewer decision,"Proceed, proceed with actions, repair or stop.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.4 Bachelor’s and master’s work: the same evidential spine, different expectations; 1.8 Build your Project Start Pack"
FULL-PROJECT_START_PACK_FULL,full,PROJECT_START_PACK_FULL.csv,companion/04_TEMPLATES_FULL/PROJECT_START_PACK_FULL.csv,16,"Version, date and next review","Version, date and next review",Stable version record.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",explicit version or dated revision; no ambiguous labels such as final-final,"1.4 Bachelor’s and master’s work: the same evidential spine, different expectations; 1.8 Build your Project Start Pack"
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,1,item_id,Item id,Stable identifier for item id. Use a reproducible project naming convention.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty stable identifier; unique within the project namespace,4.4 Plan a proportionate software artefact
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,2,type,type,Record type in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,4.4 Plan a proportionate software artefact
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,3,statement,statement,Record statement in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,4.4 Plan a proportionate software artefact
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,4,basis,basis,Record basis in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,4.4 Plan a proportionate software artefact
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,5,likelihood_or_uncertainty,Likelihood or uncertainty,"Material constraint, uncertainty or boundary associated with likelihood or uncertainty.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,4.4 Plan a proportionate software artefact
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,6,impact,impact,Record impact in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,4.4 Plan a proportionate software artefact
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,7,mitigation_or_test,Mitigation or test,"Specific, owned and testable action for mitigation or test.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,4.4 Plan a proportionate software artefact
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,8,owner,owner,Person responsible for the object or next action. Use a role rather than personal contact data when appropriate.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,4.4 Plan a proportionate software artefact
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,9,trigger,trigger,Record trigger in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,4.4 Plan a proportionate software artefact
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,10,decision_consequence,Decision consequence,Record decision consequence in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,continue; narrow; pivot; stop,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,4.4 Plan a proportionate software artefact
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,11,status,status,Current lifecycle or decision status. Use the controlled vocabulary declared for the record.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,lifecycle_status,draft; candidate; reviewed; accepted locally; superseded; withdrawn,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact value from controlled vocabulary: lifecycle_status,4.4 Plan a proportionate software artefact
FULL-RISK_ASSUMPTION_REGISTER_FULL,full,RISK_ASSUMPTION_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/RISK_ASSUMPTION_REGISTER_FULL.csv,12,version,version,Explicit version identifier for the record or object. Do not rely on file modification time.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",explicit version or dated revision; no ambiguous labels such as final-final,4.4 Plan a proportionate software artefact
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,1,Assessed product,Assessed product,"Project, bachelor’s thesis, master’s dissertation or formal evidence synthesis.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,2,Working title,Working title,Use the exact current title.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,3,Problem object,Problem object,"Name the artefact, population, process, case, corpus or study set.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,4,Dominant route,Dominant route,Select one of the eight locked routes.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,route,build-and-evaluate; algorithmic or simulation study; predictive or machine-learning study; quantitative empirical study; qualitative inquiry; case study; formal evidence synthesis; hybrid route,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact value from controlled vocabulary: route,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,5,Secondary component,Secondary component,Name only if it produces distinct evidence.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,conditional; in completed records use “not applicable — reason” rather than a blank cell,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,6,Integration point,Integration point,Required for a hybrid route.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,7,Unit of analysis,Unit of analysis,Name the unit on which observations or interpretations are made.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,8,Primary question form,Primary question form,Write the route-appropriate question.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,9,Core evidence body,Core evidence body,Name all evidence required for the principal claim.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,10,Credible comparison or reference,Credible comparison or reference,"Baseline, reference case, alternative explanation or protocol basis.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,11,Principal uncertainty,Principal uncertainty,"Sampling, model, measurement, interpretive, numerical or transfer uncertainty.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,12,Forbidden inference,Forbidden inference,Name the attractive claim not authorised by the design.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,13,Current gate,Current gate,Name the gate currently being prepared.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,Project Start Pack / opening control; Problem Gate; Evidence Gate; Design Gate; Execution Gate; Claim Gate; Argument Gate; Editorial Gate; Defence Readiness Gate,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact common gate/control name or an explicit justified external authority route where the record permits it,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-ROUTE_SELECTOR_FULL,full,ROUTE_SELECTOR_FULL.csv,companion/04_TEMPLATES_FULL/ROUTE_SELECTOR_FULL.csv,14,Next record,Next record,Name the next record and owner.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.2 What are you actually preparing?; 1.4 Bachelor’s and master’s work: the same evidential spine, different expectations"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,1,Situation,Situation,Observed context and evidence basis.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,2,Concern,Concern,Consequential problem or knowledge gap.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,3,Object,Object,"Artefact, population, corpus, process or case.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,4,Purpose,Purpose,"Build, test, compare, estimate, interpret, investigate or synthesise.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,5,Evidence obligation,Evidence obligation,Evidence required for the answer.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,6,Boundary,Boundary,"Time, environment, population, case, corpus and exclusions.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,7,Contribution,Contribution,Smallest defensible contribution.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,8,Research question,Research question,Single route-aligned question.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,9,Alternative question rejected,Alternative question rejected,State why it was rejected.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,10,Assumptions,Assumptions,Assumptions not yet established.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,11,Known uncertainty,Known uncertainty,What is unknown at scoping time.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,12,Access evidence,Access evidence,"Permission, availability or feasibility evidence.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,13,Reopening trigger,Reopening trigger,"Finding that forces narrowing, pivoting or stopping.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SCOPE_CANVAS_FULL,full,SCOPE_CANVAS_FULL.csv,companion/04_TEMPLATES_FULL/SCOPE_CANVAS_FULL.csv,14,Reviewer decision and version,Reviewer decision and version,"Decision, reviewer, date and version.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",explicit version or dated revision; no ambiguous labels such as final-final,"2.2 Choose for sustained interest, not technological comfort; 2.3 Separate the topic from the problem and the solution; 2.4 Use the SCOPE framing canvas; 2.5 Formulate the question and a provisional contribution; 2.8 Build the one-page proposal and pass the Problem Gate"
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,1,search_id,Search id,Stable identifier for search id. Use a reproducible project naming convention.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty stable identifier; unique within the project namespace,3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
